text;label
QUYẾT ĐỊNH điều 1. ban hành kèm theo quyết định này quy chế đánh giá kết quả rèn, dựa trên số điều của quy chế tổ chức và hoạt động của trường đại học cần thơ theo đề nghị từ trưởng phòng công tác sinh viên.;__label__Hoc_tap_ren_luyen
giá kết quả rèn luyện sinh viên bậc đại học hình thức chính quy của trường đại học cần thơ. điều 2. quyết định này có hiệu lực từ học kỳ 2, năm học 2024 - 2025 và thay thế quyết định số 78/QĐ-ĐHCT,;__label__Hoc_tap_ren_luyen
mức giá cho kết quả rèn luyện của sinh viên đại học hệ chính quy tại trường đại học cần thơ. điều 2. quyết định này sẽ có hiệu lực bắt đầu từ học kỳ 2, năm học 2024 - 2025 và sẽ thay thế cho quyết định số 78/QĐ-ĐHCT.;__label__Hoc_tap_ren_luyen
kết quả rèn luyện của sinh viên bậc đại học theo hình thức chính quy tại trường đại học cần thơ sẽ có mức giá như sau. điều 2. quyết định này có hiệu lực từ học kỳ 2 của năm học 2024 - 2025 và sẽ thay thế quyết định số 78/QĐ-ĐHCT.;__label__Hoc_tap_ren_luyen
định số 78/QĐ-ĐHCT, ngày 15/11/2021 của hiệu trưởng trường đại học cần thơ. điều 3. chánh văn phòng trường đại học cần thơ, các trưởng phòng công tác sinh viên, đào tạo, tài chính bí thư đoàn TNCS hồ;__label__Hoc_tap_ren_luyen
quyết định số 78/QĐ-ĐHCT, ban hành ngày 15/11/2021 bởi hiệu trưởng trường đại học cần thơ. điều 3. chánh văn phòng của trường đại học cần thơ, cùng với các trưởng phòng phụ trách công tác sinh viên, đào tạo, tài chính và bí thư đoàn TNCS Hồ Chí Minh.;__label__Hoc_tap_ren_luyen
theo quyết định số 78/QĐ-ĐHCT, được ký vào ngày 15 tháng 11 năm 2021 bởi hiệu trưởng trường đại học cần thơ. trong điều 3, chánh văn phòng trường đại học cần thơ và các trưởng phòng phụ trách về sinh viên, đào tạo, tài chính, cũng như bí thư đoàn TNCS Hồ Chí Minh.;__label__Hoc_tap_ren_luyen
bí thư đoàn TNCS hồ chí minh trường đại học cần thơ chủ tịch hội sinh viên trường đại học cần thơ thủ trưởng các đơn vị và sinh viên có liên quan chịu trách nhiệm thi hành quyết định này.  HIỆU;__label__Hoc_tap_ren_luyen
bí thư đoàn TNCS Hồ Chí Minh tại trường đại học Cần Thơ, chủ tịch hội sinh viên của trường, cùng với thủ trưởng các đơn vị và sinh viên liên quan, có trách nhiệm thực hiện quyết định này. HIỆU;__label__Hoc_tap_ren_luyen
Chủ tịch hội sinh viên trường đại học Cần Thơ, bí thư đoàn TNCS Hồ Chí Minh, và các thủ trưởng của các đơn vị cùng với sinh viên có liên quan sẽ chịu trách nhiệm thực hiện quyết định này. HIỆU;__label__Hoc_tap_ren_luyen
định này.  HIỆU TRƯỞNG nơi nhận như điều 3 lưu VT, CTSV. trần trung tính  QUY CHẾ đánh giá kết quả rèn luyện của sinh viên bậc đại học hệ chính quy kèm theo quyết định số 6415/QĐ-ĐHCT, ngày;__label__Hoc_tap_ren_luyen
quy định này. HIỆU TRƯỞNG nơi tiếp nhận theo điều 3 lưu VT, CTSV. trần trung tính QUY CHẾ đánh giá kết quả rèn luyện của sinh viên hệ chính quy bậc đại học, kèm theo quyết định số 6415/QĐ-ĐHCT, ngày;__label__Hoc_tap_ren_luyen
theo quy định này. Nơi nhận của HIỆU TRƯỞNG như đã nêu trong điều 3 lưu VT, CTSV. trần trung tính QUY CHẾ đánh giá kết quả rèn luyện của sinh viên bậc đại học hệ chính quy, được kèm theo quyết định số 6415/QĐ-ĐHCT, ngày;__label__Hoc_tap_ren_luyen
6415/QĐ-ĐHCT, ngày 40/12/2024 của hiệu trưởng trường đại học cần thơ  1. MỘT SỐ ĐỊNH NGHĨA điều ứng với 5 điều, từ điều 4 đến điều 8 trong quy chế khoản có 2 mục 1, 2 mục là các ý a, b, c... trong;__label__Hoc_tap_ren_luyen
6415/QĐ-ĐHCT, ngày 40/12/2024 do hiệu trưởng trường đại học Cần Thơ ban hành. 1. MỘT SỐ ĐỊNH NGHĨA liên quan đến 5 điều, từ điều 4 đến điều 8 trong quy chế, có 2 mục, trong đó mục 1 và mục 2 là các ý a, b, c... trong.;__label__Hoc_tap_ren_luyen
Văn bản số 6415/QĐ-ĐHCT, ngày 40/12/2024 của hiệu trưởng trường đại học Cần Thơ quy định rằng 1. MỘT SỐ ĐỊNH NGHĨA liên quan đến 5 điều, từ điều 4 đến điều 8 trong quy chế, bao gồm 2 mục, với mục 1 và mục 2 là các ý a, b, c... trong.;__label__Hoc_tap_ren_luyen
ý a, b, c... trong các khoản của bảng đánh giá BĐG tiêu chí là các gạch đầu dòng trong BĐG cấp khoa là từ để gọi chung các tổ chức quản lý ngành đào tạo trực thuộc trường đại học cần thơ, tương đương;__label__Hoc_tap_ren_luyen
Các ý a, b, c... được nêu trong các mục của bảng đánh giá BĐG tiêu chí chính là những gạch đầu dòng trong BĐG cấp khoa, từ đó dùng để chỉ chung các tổ chức quản lý ngành đào tạo thuộc trường đại học cần thơ, tương tự.;__label__Hoc_tap_ren_luyen
Trong các mục của bảng đánh giá BĐG tiêu chí, ý a, b, c... được xem như là các gạch đầu dòng trong BĐG cấp khoa, và đây là thuật ngữ dùng để chỉ các tổ chức quản lý ngành đào tạo trực thuộc trường đại học cần thơ, tương đương.;__label__Hoc_tap_ren_luyen
thơ, tương đương như trường chuyên ngành, khoa, đoàn khoa, các đơn vị trực thuộc trường đại học cần thơ cấp trường là từ để gọi chung các tổ chức tương đương như trường đại học cần thơ, đoàn trường;__label__Hoc_tap_ren_luyen
thơ, tương tự như các trường chuyên ngành, khoa, đoàn khoa, những đơn vị thuộc trường đại học cần thơ cấp trường được dùng để chỉ chung các tổ chức tương đương như trường đại học cần thơ và đoàn trường.;__label__Hoc_tap_ren_luyen
thơ, giống như các trường chuyên ngành, khoa, và đoàn khoa, các đơn vị trực thuộc trường đại học cần thơ cấp trường là thuật ngữ dùng để chỉ chung những tổ chức tương tự như trường đại học cần thơ và đoàn trường.;__label__Hoc_tap_ren_luyen
thơ, đoàn trường đại học cần thơ, đảng ủy trường đại học cần thơ, hội sinh viên trường đại học cần thơ cấp cao hơn là từ để gọi chung các tổ chức cao hơn trường như bộ, trung ương đoàn, thành phố,;__label__Hoc_tap_ren_luyen
thơ, đoàn trường đại học Cần Thơ, đảng ủy của trường đại học Cần Thơ, hội sinh viên tại trường đại học Cần Thơ, thuật ngữ 'cấp cao hơn' được dùng để chỉ các tổ chức lớn hơn trường như bộ, trung ương đoàn, và thành phố.;__label__Hoc_tap_ren_luyen
thơ, đoàn trường đại học Cần Thơ, đảng ủy trường đại học Cần Thơ, hội sinh viên của trường đại học Cần Thơ, từ 'cấp cao hơn' thường được sử dụng để chỉ các tổ chức có thẩm quyền lớn hơn như bộ, trung ương đoàn, và thành phố.;__label__Hoc_tap_ren_luyen
đoàn, thành phố, thành đoàn.  2. NGUYÊN TẮC CHUNG điểm cộng tối đa cho từng mục thực hiện đúng quy chế từ điều 4 đến điều 8 của quy chế đánh giá kết quả rèn luyện những sinh viên có thành tích sẽ;__label__Hoc_tap_ren_luyen
đoàn, thành phố, thành đoàn.  2. NGUYÊN TẮC CHUNG, điểm cộng tối đa được áp dụng cho từng mục khi thực hiện đúng theo quy định từ điều 4 đến điều 8 của quy chế đánh giá kết quả rèn luyện đối với những sinh viên có thành tích sẽ;__label__Hoc_tap_ren_luyen
thành đoàn, thành phố, đoàn.  2. NGUYÊN TẮC CHUNG quy định rằng điểm cộng tối đa cho mỗi mục sẽ được cấp khi thực hiện đúng quy chế từ điều 4 đến điều 8 trong quy chế đánh giá kết quả rèn luyện của những sinh viên có thành tích sẽ;__label__Hoc_tap_ren_luyen
có thành tích sẽ được thưởng điểm. nếu sinh viên đạt được nhiều thành tích trong cùng một khoản thì tổng số điểm không vượt quá điểm tối đa của khoản đó những sinh viên vi phạm kỷ luật sẽ bị trừ điểm;__label__Hoc_tap_ren_luyen
Sinh viên có thành tích sẽ nhận được điểm thưởng. Nếu một sinh viên đạt nhiều thành tích trong cùng một hạng mục, tổng điểm sẽ không vượt quá mức tối đa của hạng mục đó. Những sinh viên vi phạm quy định sẽ bị trừ điểm.;__label__Hoc_tap_ren_luyen
Điểm thưởng sẽ được cấp cho những sinh viên có thành tích. Trong trường hợp sinh viên có nhiều thành tích trong một khoản, tổng điểm không được phép vượt quá giới hạn tối đa của khoản đó. Các sinh viên vi phạm kỷ luật sẽ bị trừ điểm.;__label__Hoc_tap_ren_luyen
luật sẽ bị trừ điểm trong tiêu chí tương ứng và trừ đến khi điểm của tiêu chí đó bằng 0 không có điểm âm trong từng tiêu chí các văn bản dùng làm minh chứng cho việc tính điểm cộng thêm hoặc trừ điểm;__label__Hoc_tap_ren_luyen
luật sẽ bị giảm điểm trong các tiêu chí tương ứng và sẽ tiếp tục bị trừ cho đến khi điểm của tiêu chí đó đạt 0, không có điểm âm trong từng tiêu chí, các tài liệu được sử dụng làm minh chứng cho việc tính điểm cộng thêm hoặc trừ điểm.;__label__Hoc_tap_ren_luyen
điểm sẽ bị trừ theo luật trong các tiêu chí tương ứng và sẽ tiếp tục bị trừ cho đến khi điểm của tiêu chí đó bằng 0, không có điểm âm trong từng tiêu chí, các văn bản được dùng làm chứng cứ cho việc tính điểm cộng thêm hoặc trừ điểm.;__label__Hoc_tap_ren_luyen
thêm hoặc trừ điểm rèn luyện sinh viên là bằng khen, giấy khen, quyết định, chứng nhận, giấy xác nhận, giấy đề nghị có phê duyệt của các cấp có thẩm quyền trong và ngoài trường sinh viên nộp bản sao;__label__Hoc_tap_ren_luyen
Điểm rèn luyện của sinh viên có thể được thêm hoặc trừ dựa trên các loại giấy tờ như bằng khen, giấy khen, quyết định, chứng nhận, giấy xác nhận, và giấy đề nghị đã được phê duyệt bởi các cơ quan có thẩm quyền trong và ngoài trường, sinh viên cần nộp bản sao.;__label__Hoc_tap_ren_luyen
Sinh viên có thể được cộng hoặc trừ điểm rèn luyện thông qua các tài liệu như bằng khen, giấy khen, quyết định, chứng nhận, giấy xác nhận, và giấy đề nghị đã được các cấp có thẩm quyền phê duyệt, và cần nộp bản sao cho nhà trường.;__label__Hoc_tap_ren_luyen
viên nộp bản sao y cho CVHT hoặc khoa sinh viên không thực hiện BĐG điểm rèn luyện hoặc không nộp theo đúng thời gian quy định sẽ bị xử lý theo mức dưới 35 điểm phân loại kém các đơn vị đào tạo trực;__label__Hoc_tap_ren_luyen
Sinh viên phải nộp bản sao y cho CVHT hoặc khoa, nếu không thực hiện BĐG điểm rèn luyện hoặc không nộp đúng thời hạn quy định, sẽ bị xử lý với mức điểm dưới 35, được phân loại là kém tại các đơn vị đào tạo trực tiếp.;__label__Hoc_tap_ren_luyen
Nếu sinh viên không nộp bản sao y cho CVHT hoặc khoa, hoặc không thực hiện BĐG điểm rèn luyện theo đúng thời gian quy định, họ sẽ bị xử lý với mức điểm dưới 35, dẫn đến phân loại kém tại các đơn vị đào tạo trực tiếp.;__label__Hoc_tap_ren_luyen
đơn vị đào tạo trực thuộc trường đại học cần thơ tùy theo điều kiện đặc thù có thể hướng dẫn chi tiết hơn nhưng vẫn bảo đảm theo nguyên tắc số điểm của từng mục không vượt quá khung quy định của;__label__Hoc_tap_ren_luyen
các đơn vị đào tạo thuộc trường đại học cần thơ, tùy thuộc vào các điều kiện đặc thù, có khả năng cung cấp hướng dẫn chi tiết hơn, nhưng vẫn phải đảm bảo theo nguyên tắc rằng số điểm của từng mục không được vượt quá khung quy định.;__label__Hoc_tap_ren_luyen
trường đại học cần thơ có các đơn vị đào tạo, và tùy theo điều kiện đặc thù, những đơn vị này có thể đưa ra hướng dẫn chi tiết hơn, tuy nhiên vẫn phải tuân thủ nguyên tắc rằng số điểm của mỗi mục không được vượt quá khung quy định.;__label__Hoc_tap_ren_luyen
khung quy định của khoản đó mốc thời gian gửi điểm rèn luyện các đơn vị gửi văn bản đề nghị khen thưởng, kỷ luật về cấp khoa học kỳ 1 gửi trước ngày 24/11 tuần kết thúc giảng dạy học kỳ 1 học kỳ 2;__label__Hoc_tap_ren_luyen
khung quy định của điều đó về thời gian gửi điểm rèn luyện, các đơn vị cần gửi văn bản đề nghị khen thưởng và kỷ luật cho cấp khoa học kỳ 1 trước ngày 24/11, trong tuần kết thúc giảng dạy của học kỳ 1 và học kỳ 2.;__label__Hoc_tap_ren_luyen
theo khung quy định của khoản đó, thời gian gửi điểm rèn luyện được quy định là các đơn vị phải gửi văn bản đề nghị khen thưởng và kỷ luật cho cấp khoa học kỳ 1 trước ngày 24/11, vào tuần cuối cùng của học kỳ 1 và học kỳ 2.;__label__Hoc_tap_ren_luyen
học kỳ 1 học kỳ 2 gửi trước ngày 31/3 tuần kết thúc giảng dạy học kỳ 2 học kỳ 3 gửi trước ngày 28/7 tuần kết thúc giảng dạy học kỳ 3 cấp khoa gửi tổng kết điểm rèn luyện về hội đồng đánh giá cấp;__label__Hoc_tap_ren_luyen
học kỳ 1 và học kỳ 2 cần được gửi trước ngày 31/3, vào tuần kết thúc giảng dạy của học kỳ 2. Đối với học kỳ 3, cần gửi trước ngày 28/7, vào tuần kết thúc giảng dạy của học kỳ 3. Khoa sẽ gửi tổng kết điểm rèn luyện đến hội đồng đánh giá cấp.;__label__Hoc_tap_ren_luyen
trong học kỳ 1 và học kỳ 2, các báo cáo phải được gửi trước ngày 31/3, vào tuần cuối cùng của học kỳ 2. Đối với học kỳ 3, báo cáo cần được gửi trước ngày 28/7, vào tuần cuối cùng của học kỳ 3. Khoa sẽ tổng hợp điểm rèn luyện và gửi đến hội đồng đánh giá cấp.;__label__Hoc_tap_ren_luyen
đồng đánh giá cấp trường qua phòng công tác sinh viên - trường đại học cần thơ học kỳ 1 gửi trước ngày 29/12 tuần bắt đầu giảng dạy học kỳ 2 học kỳ 2 gửi trước ngày 12/5 tuần bắt đầu giảng dạy học kỳ;__label__Hoc_tap_ren_luyen
đánh giá đồng cấp trường thông qua phòng công tác sinh viên - trường đại học cần thơ, học kỳ 1 cần được gửi trước ngày 29/12, vào tuần bắt đầu giảng dạy học kỳ 2, và học kỳ 2 phải gửi trước ngày 12/5, trong tuần bắt đầu giảng dạy học kỳ.;__label__Hoc_tap_ren_luyen
qua phòng công tác sinh viên, trường đại học cần thơ sẽ thực hiện đánh giá đồng cấp trường, học kỳ 1 cần gửi trước ngày 29/12, trong tuần khởi đầu giảng dạy học kỳ 2, và học kỳ 2 cần gửi trước ngày 12/5, vào tuần bắt đầu giảng dạy.;__label__Hoc_tap_ren_luyen
giảng dạy học kỳ 3 học kỳ 3 gửi trước ngày 08/9 tuần bắt đầu giảng dạy học kỳ 1.  3. MỨC ĐIỂM ĐÁNH GIÁ CHI TIẾT nội dung đề nghị thông tư 16 mức điểm ghi chú điều 4. đánh giá về ý thức tham gia học;__label__Hoc_tap_ren_luyen
Học kỳ 3 sẽ được giảng dạy và cần gửi thông tin trước ngày 08/9, vào tuần khởi đầu của học kỳ 1.  3. MỨC ĐIỂM ĐÁNH GIÁ CHI TIẾT theo nội dung đề xuất trong thông tư 16, mức điểm được ghi chú tại điều 4. Đánh giá về ý thức tham gia học tập.;__label__Hoc_tap_ren_luyen
Trước ngày 08/9, cần gửi thông tin về giảng dạy học kỳ 3, tuần bắt đầu của học kỳ 1.  3. MỨC ĐIỂM ĐÁNH GIÁ CHI TIẾT theo nội dung đề nghị trong thông tư 16, mức điểm được ghi chú ở điều 4. Đánh giá ý thức tham gia học tập của sinh viên.;__label__Hoc_tap_ren_luyen
ý thức tham gia học tập 1. các tiêu chí để xác định điểm đánh giá Ý thức và thái độ trong học tập đi học đủ, đúng giờ, nghiêm túc trong giờ học mỗi môn bị cấm thi trừ 03 điểm Ý thức và thái độ tham;__label__Hoc_tap_ren_luyen
ý thức tham gia vào việc học tập 1. những tiêu chí để xác định điểm số đánh giá Ý thức và thái độ trong quá trình học tập bao gồm việc đi học đầy đủ, đúng giờ, và nghiêm túc trong các giờ học. Mỗi môn học nếu vi phạm sẽ bị trừ 03 điểm về Ý thức và thái độ tham gia.;__label__Hoc_tap_ren_luyen
ý thức tham gia học tập 1. các tiêu chí để đánh giá điểm số về Ý thức và thái độ trong học tập bao gồm việc đi học đầy đủ, đúng giờ, và thể hiện sự nghiêm túc trong giờ học. Nếu vi phạm quy định, mỗi môn sẽ bị trừ 03 điểm về Ý thức và thái độ tham gia.;__label__Hoc_tap_ren_luyen
và thái độ tham gia các câu lạc bộ học thuật, các hoạt động học thuật, hoạt động ngoại khóa, hoạt động nghiên cứu khoa học nghiên cứu khoa học VCKH có tham gia đề tài NCKH của sinh viên hoặc của khoa;__label__Hoc_tap_ren_luyen
cũng như thái độ tham gia vào các câu lạc bộ học thuật, các hoạt động học thuật, các hoạt động ngoại khóa và nghiên cứu khoa học, trong đó có việc tham gia đề tài NCKH của sinh viên hoặc của khoa.;__label__Hoc_tap_ren_luyen
và sự tham gia tích cực vào các câu lạc bộ học thuật, các hoạt động học thuật, các hoạt động ngoại khóa, cũng như các hoạt động nghiên cứu khoa học, bao gồm cả việc tham gia vào đề tài NCKH của sinh viên hoặc khoa.;__label__Hoc_tap_ren_luyen
viên hoặc của khoa và cấp tương đương, có xác nhận của chủ nhiệm đề tài không tính bài tập, tiểu luận, đồ án môn học, luận văn... có giấy khen về NCKH có bài báo trong và ngoài nước trong hoạt động;__label__Hoc_tap_ren_luyen
Sinh viên hoặc người học thuộc khoa và cấp tương đương, được xác nhận bởi chủ nhiệm đề tài, không bao gồm bài tập, tiểu luận, đồ án môn học, luận văn... có giấy khen về nghiên cứu khoa học và có bài báo được công bố trong và ngoài nước trong các hoạt động.;__label__Hoc_tap_ren_luyen
Người học hoặc sinh viên của khoa và cấp tương đương, có sự xác nhận từ chủ nhiệm đề tài, không tính đến bài tập, tiểu luận, đồ án môn học, luận văn... có giấy khen về nghiên cứu khoa học và có bài báo trong và ngoài nước liên quan đến hoạt động.;__label__Hoc_tap_ren_luyen
trong hoạt động NCKH hoàn thành chứng chỉ tin học hoàn thành chứng chỉ ngoại ngữ A1, A2 chuẩn khung châu âu/tương đương. B1, B2 chuẩn khung châu âu/tương đương C1, C2 chuẩn khung châu âu/tương đương;__label__Hoc_tap_ren_luyen
trong quá trình NCKH, đã hoàn tất chứng chỉ tin học và chứng chỉ ngoại ngữ A1, A2 theo chuẩn khung châu Âu hoặc tương đương. Các chứng chỉ B1, B2 cũng theo chuẩn khung châu Âu hoặc tương đương, cùng với C1, C2 cũng vậy.;__label__Hoc_tap_ren_luyen
trong hoạt động nghiên cứu khoa học, việc hoàn thành chứng chỉ tin học và chứng chỉ ngoại ngữ A1, A2 theo tiêu chuẩn khung châu Âu hoặc tương đương là rất quan trọng. Ngoài ra, các chứng chỉ B1, B2 và C1, C2 cũng cần đạt chuẩn khung châu Âu hoặc tương đương.;__label__Hoc_tap_ren_luyen
châu âu/tương đương chỉ tính 01 lần trong chứng chỉ ngoại ngữ, chứng nhận toàn khóa học toefl  500 điểm IELTS  5,0 TOEIC  600 tham gia các kỳ thi chuyên ngành, thi olympic... có tham gia kỳ thi đạt;__label__Hoc_tap_ren_luyen
châu âu hoặc tương đương chỉ được tính 01 lần trong chứng chỉ ngoại ngữ, chứng nhận hoàn thành toàn bộ khóa học với điểm toefl 500, IELTS 5,0 và TOEIC 600, tham gia các kỳ thi chuyên ngành cũng như thi olympic... đã tham gia kỳ thi và đạt yêu cầu.;__label__Hoc_tap_ren_luyen
châu âu/tương đương chỉ được tính một lần trong chứng chỉ ngoại ngữ, chứng nhận cho toàn bộ khóa học với điểm toefl 500, IELTS 5.0 và TOEIC 600, có tham gia các kỳ thi chuyên ngành và thi olympic... đã tham gia kỳ thi và đạt kết quả.;__label__Hoc_tap_ren_luyen
tham gia kỳ thi đạt giải cấp trường đạt giải cấp cao hơn tham gia các CLB học thuật Ý thức và thái độ tham gia các kỳ thi, cuộc thi không vi phạm quy chế về thi, kiểm tra nếu vi phạm trừ 03 điểm tinh;__label__Hoc_tap_ren_luyen
"tham gia các kỳ thi và đạt giải ở cấp trường, thậm chí là cấp cao hơn, đồng thời tham gia vào các câu lạc bộ học thuật. Ý thức và thái độ trong việc tham gia các kỳ thi, cuộc thi cần phải tuân thủ quy định về thi cử; nếu có vi phạm sẽ bị trừ 03 điểm.";__label__Hoc_tap_ren_luyen
"tham gia vào các kỳ thi và giành giải thưởng ở cấp trường, cũng như đạt giải cao hơn, bên cạnh việc tham gia các CLB học thuật. Cần có ý thức và thái độ đúng đắn khi tham gia các kỳ thi, cuộc thi, không được vi phạm quy chế thi cử; nếu vi phạm sẽ bị trừ 03 điểm.";__label__Hoc_tap_ren_luyen
trừ 03 điểm tinh thần vượt khó, nỗ lực vươn lên trong học tập có cố gắng, vượt khó trong học tập có học kỳ sau lớn hơn học kỳ trước đó đối với SV năm thứ 2, học kỳ I không có điểm dưới 4 kết quả học;__label__Hoc_tap_ren_luyen
trừ 03 điểm cho tinh thần vượt khó, sự nỗ lực vươn lên trong học tập có cố gắng, nếu học kỳ sau có kết quả lớn hơn học kỳ trước đối với sinh viên năm thứ 2, học kỳ I không được có điểm nào dưới 4 trong kết quả học tập;__label__Hoc_tap_ren_luyen
đối với sinh viên năm thứ 2, học kỳ I không có điểm nào dưới 4 trong kết quả học tập, trừ 03 điểm cho tinh thần vượt khó và nỗ lực vươn lên trong học tập, nếu học kỳ sau có kết quả cao hơn học kỳ trước;__label__Hoc_tap_ren_luyen
dưới 4 kết quả học tập kết quả học tập trong học kỳ điểm trung bình chung học kỳ ĐTBCHK đạt  3,60 ĐTBCHK đạt từ 3.20 đến 3.59 ĐTBCHK đạt từ 2,50 đến 3.19 ĐTBCHK đạt từ 2.00 đến 2.49 khung điểm đánh;__label__Hoc_tap_ren_luyen
kết quả học tập dưới 4 trong học kỳ, điểm trung bình chung học kỳ ĐTBCHK đạt 3,60. ĐTBCHK đạt từ 3.20 đến 3.59, ĐTBCHK đạt từ 2,50 đến 3.19, và ĐTBCHK đạt từ 2.00 đến 2.49 theo khung điểm đánh giá.;__label__Hoc_tap_ren_luyen
trong học kỳ, kết quả học tập dưới 4, điểm trung bình chung học kỳ ĐTBCHK là 3,60. ĐTBCHK có thể đạt từ 3.20 đến 3.59, từ 2,50 đến 3.19, hoặc từ 2.00 đến 2.49 theo khung điểm đánh giá.;__label__Hoc_tap_ren_luyen
khung điểm đánh giá của điều 4 20 điều 5. đánh giá về ý thức và kết quả chấp hành nội quy, quy chế, quy định trong nhà trường nội dung đánh giá thông tư 16 mức điểm ghi chú 1. các tiêu chí để xác;__label__Hoc_tap_ren_luyen
khung điểm để đánh giá theo điều 4 20 và điều 5. Đánh giá về nhận thức cũng như kết quả thực hiện nội quy, quy chế, và các quy định trong trường học, nội dung đánh giá theo thông tư 16 với mức điểm ghi chú 1. Các tiêu chí cần xác định.;__label__Hoc_tap_ren_luyen
Theo khung điểm đánh giá quy định tại điều 4 20 và điều 5, việc đánh giá sẽ tập trung vào ý thức và kết quả thực hiện nội quy, quy chế, và quy định trong nhà trường. Nội dung đánh giá dựa trên thông tư 16 với mức điểm ghi chú 1. Các tiêu chí để xác định.;__label__Hoc_tap_ren_luyen
các tiêu chí để xác định điểm đánh giá Ý thức chấp hành các văn bản chỉ đạo của ngành, của cơ quan chỉ đạo cấp trên được thực hiện trong nhà trường không vi phạm và có ý thức tham gia thực hiện;__label__Hoc_tap_ren_luyen
các tiêu chí nhằm xác định điểm đánh giá về Ý thức tuân thủ các văn bản chỉ đạo của ngành và cơ quan chỉ đạo cấp trên được thực hiện trong trường học mà không vi phạm và có ý thức tham gia thực hiện;__label__Hoc_tap_ren_luyen
để xác định điểm đánh giá về Ý thức chấp hành các văn bản chỉ đạo của ngành và cơ quan chỉ đạo cấp trên, cần có các tiêu chí được thực hiện trong nhà trường mà không vi phạm và thể hiện ý thức tham gia thực hiện;__label__Hoc_tap_ren_luyen
tham gia thực hiện nghiêm túc các quy định của lớp, nội quy, quy chế của trường, khoa và các tổ chức trong nhà trường mỗi lần vi phạm trừ 03 điểm Ý thức chấp hành các nội quy, quy chế và các quy định;__label__Hoc_tap_ren_luyen
thực hiện nghiêm túc các quy định của lớp học, nội quy, quy chế của trường, khoa và các tổ chức trong trường, mỗi lần vi phạm sẽ bị trừ 03 điểm về ý thức chấp hành các quy định, nội quy và quy chế.;__label__Hoc_tap_ren_luyen
"cần tham gia thực hiện một cách nghiêm túc các quy định của lớp, nội quy, quy chế của trường, khoa và các tổ chức trong nhà trường; mỗi lần vi phạm sẽ bị trừ 03 điểm về ý thức chấp hành các quy định và nội quy.";__label__Hoc_tap_ren_luyen
chế và các quy định khác được áp dụng trong nhà trường sinh viên có tích cực tham gia các hoạt động tuyên truyền, vận động mọi người xung quanh thực hiện nghiêm túc nội quy, quy chế, các quy định của;__label__Hoc_tap_ren_luyen
các quy định và chế độ khác được thực hiện trong trường học, sinh viên đã chủ động tham gia vào các hoạt động tuyên truyền, khuyến khích mọi người xung quanh tuân thủ nghiêm ngặt nội quy, quy chế và các quy định của;__label__Hoc_tap_ren_luyen
những quy định và chế độ khác được áp dụng trong môi trường học tập, sinh viên tích cực tham gia vào các hoạt động tuyên truyền, vận động mọi người xung quanh thực hiện nghiêm túc các nội quy, quy chế và quy định của;__label__Hoc_tap_ren_luyen
các quy định của nhà trường về giữ gìn an ninh, trật tự nơi công cộng vệ sinh, bảo vệ cảnh quan môi trường, nếp sống văn minh có xác nhận của đoàn khoa giữ gìn an ninh, trật tự nơi công cộng vệ sinh,;__label__Hoc_tap_ren_luyen
những quy định của trường học liên quan đến việc bảo đảm an ninh, trật tự tại các khu vực công cộng, vệ sinh, bảo vệ môi trường cảnh quan, và nếp sống văn minh đã được đoàn khoa xác nhận về việc giữ gìn an ninh, trật tự nơi công cộng vệ sinh.;__label__Hoc_tap_ren_luyen
các quy tắc của nhà trường nhằm duy trì an ninh và trật tự tại nơi công cộng, vệ sinh, bảo vệ cảnh quan môi trường, cũng như nếp sống văn minh đã được xác nhận bởi đoàn khoa về việc giữ gìn an ninh, trật tự nơi công cộng vệ sinh.;__label__Hoc_tap_ren_luyen
công cộng vệ sinh, bảo vệ cảnh quan môi trường, nếp sống văn minh có xác nhận của đoàn trường khung điểm đánh giá của điều 5 25 điều 6. đánh giá về ý thức tham gia các hoạt động chính trị, xã hội,;__label__Hoc_tap_ren_luyen
vệ sinh công cộng, bảo vệ môi trường cảnh quan, nếp sống văn minh được xác nhận bởi đoàn trường theo khung điểm đánh giá quy định tại điều 5 và điều 6. Đánh giá về nhận thức tham gia vào các hoạt động chính trị và xã hội,;__label__Hoc_tap_ren_luyen
vệ sinh nơi công cộng, bảo vệ cảnh quan môi trường, nếp sống văn minh đã được đoàn trường xác nhận theo khung điểm đánh giá của điều 5 và điều 6. Đánh giá ý thức tham gia vào các hoạt động chính trị và xã hội,;__label__Hoc_tap_ren_luyen
chính trị, xã hội, văn hóa, văn nghệ, thể thao, phòng chống tệ nạn xã hội 1. các tiêu chí để xác định điểm đánh giá Ý thức và hiệu quả tham gia các hoạt động chính trị, xã hội, văn hóa, văn nghệ, thể;__label__Hoc_tap_ren_luyen
các lĩnh vực như chính trị, xã hội, văn hóa, nghệ thuật, thể thao, và công tác phòng chống tệ nạn xã hội 1. những tiêu chí nhằm xác định điểm số đánh giá về Ý thức cũng như hiệu quả trong việc tham gia các hoạt động liên quan đến chính trị, xã hội, văn hóa, văn nghệ, và thể thao.;__label__Hoc_tap_ren_luyen
